id,uri,titulo,idLegislatura,data_captura
54560,https://dadosabertos.camara.leg.br/api/v2/frentes/54560,"Frente Parlamentar Mista em Defesa da Criança, do Adolescentes e dos Conselhos Tutelares",57,2026-06-01 00:27:01
54559,https://dadosabertos.camara.leg.br/api/v2/frentes/54559,Frente Parlamentar Mista em Defesa da Desoneração da Folha de Pagamento,57,2026-06-01 00:27:01
55571,https://dadosabertos.camara.leg.br/api/v2/frentes/55571,Frente Parlamentar Mista de Apoio à Emancipação de Distritos no Brasil,57,2026-06-01 00:27:01
55572,https://dadosabertos.camara.leg.br/api/v2/frentes/55572,Frente Parlamentar Mista da Mulher Catadora,57,2026-06-01 00:27:01
55566,https://dadosabertos.camara.leg.br/api/v2/frentes/55566,Frente Parlamentar Mista em Defesa da Polícia Rodoviária Federal,57,2026-06-01 00:27:01
54557,https://dadosabertos.camara.leg.br/api/v2/frentes/54557,Frente Parlamentar em Defesa da Educação Sem Doutrinação Ideológica - FPDE,57,2026-06-01 00:27:01
55567,https://dadosabertos.camara.leg.br/api/v2/frentes/55567,Frente Parlamentar Mista da Indústria de Máquinas e Equipamentos - FPMaq,57,2026-06-01 00:27:01
55568,https://dadosabertos.camara.leg.br/api/v2/frentes/55568,Frente Parlamentar Mista da Medicina,57,2026-06-01 00:27:01
55569,https://dadosabertos.camara.leg.br/api/v2/frentes/55569,Frente Parlamentar da Economia Popular e Solidária,57,2026-06-01 00:27:01
54565,https://dadosabertos.camara.leg.br/api/v2/frentes/54565,Frente Parlamentar do Etanol,57,2026-06-01 00:27:01
54563,https://dadosabertos.camara.leg.br/api/v2/frentes/54563,"Frente Parlamentar em Apoio ao Petróleo, Gás e Energia - FREPPEGEN",57,2026-06-01 00:27:01
54564,https://dadosabertos.camara.leg.br/api/v2/frentes/54564,Frente Parlamentar pela Defesa e Valorização dos Profissionais de Segurança Pública e da Segurança Privada,57,2026-06-01 00:27:01
54507,https://dadosabertos.camara.leg.br/api/v2/frentes/54507,Frente Parlamentar da Endometriose,57,2026-06-01 00:27:01
54562,https://dadosabertos.camara.leg.br/api/v2/frentes/54562,Frente Parlamentar em Defesa dos Municípios da Amazônia Legal,57,2026-06-01 00:27:01
55570,https://dadosabertos.camara.leg.br/api/v2/frentes/55570,Frente Parlamentar do Desporto Escolar,57,2026-06-01 00:27:01
54545,https://dadosabertos.camara.leg.br/api/v2/frentes/54545,Frente Parlamentar Mista da Economia Verde,57,2026-06-01 00:27:01
